Id,Agency,Posting_Type,Nr_of_Positions,Classification,Job_Category,FullPart_Time,Career_Level,Salary_From,Salary_To,Salary_Frequency,Work_Location,Work_Unit,Posting_Date,Posting_Updated,Salary_Index,ACR
558345,DEPT OF ENVIRONMENT PROTECTION,Internal,3,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),90114,122168,Annual,96-05 Horace Harding Expway,PROJECT MANAGEMENT AND CONSTR.,11/14/2022,12/05/2022,22.066735966735965,DOEP
534116,ADMIN FOR CHILDREN'S SVCS,External,6,Competitive-1,Social Services,F,Experienced (non-manager),86096,96000,Annual,110 William St. N Y,DCP Quality Assurance,06/22/2022,06/29/2022,18.92889812889813,AFCS
528911,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Technology, Data & Innovation Social Services",F,Manager,63301,120510,Annual,375 Pearl Street,DSS ACCOUNTABILITY OFFICE MGR,05/18/2022,07/15/2022,19.107172557172557,HDOSS
530452,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,Constituent Services & Community Programs Social Services,F,Experienced (non-manager),53057,61015,Annual,92-31 Union Hall St. Jamaica N,Constituent Services-NM,05/02/2022,06/23/2022,11.857796257796258,HDOSS
565812,DEPT OF PARKS & RECREATION,External,2,Non-Competitive-5,"Finance, Accounting, & Procurement",F,Experienced (non-manager),54100,83981,Annual,Flushing Meadow Pk Olmsted Ctr,CP DC For Capital Projects,12/23/2022,01/05/2023,14.353534303534303,DEPT OF PARKS & RECREATION
546801,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,"Constituent Services & Community Programs Health Policy, Research & Analysis",F,Experienced (non-manager),75504,86830,Annual,42-09 28th Street,Chronic Disease Prevention,01/03/2023,01/03/2023,16.874636174636176,DOHMH
562892,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,Health,F,Experienced (non-manager),45722,45722,Annual,22 Cortlandt Street,Pest Control Services,12/16/2022,12/16/2022,9.505613305613306,DOHMH
567247,CONSUMER AND WORKER PROTECTION,External,11,Competitive-1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),42507,48883,Annual,"42 Broadway, N.Y.",Enforcement Borough Enforce,01/05/2023,01/05/2023,9.5,CONSUMER AND WORKER PROTECTION
548704,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,"Technology, Data & Innovation Social Services",F,Experienced (non-manager),70611,81203,Annual,4 World Trade Center,Office Of HR Solutions-NM,08/30/2022,08/31/2022,15.781081081081082,HDOSS
556556,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",F,Executive,80931,208826,Annual,96-05 Horace Harding Expway,BWT - ADMINISTRATION/PERSONNEL,10/25/2022,10/26/2022,30.12027027027027,DOEP
565822,NYC HOUSING AUTHORITY,External,1,Competitive-1,Administration & Human Resources,F,Entry-Level,40017,62820,Annual,Bronx Floating Staff,Bronx Property Management,01/13/2023,01/13/2023,10.68991683991684,NHA
565348,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,Constituent Services & Community Programs Health,F,Experienced (non-manager),84451,84451,Annual,"455 First Ave., N.Y.",PHL Admin & Lab Support,12/20/2022,12/20/2022,17.557380457380457,DOHMH
562394,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,85646,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,11/25/2022,11/28/2022,14.836174636174636,DOEP
554046,OFFICE OF MANAGEMENT & BUDGET,External,1,Pending Classification-2,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,51550,65604,Annual,255 Greenwich Street,Office of Budget Review,10/04/2022,10/17/2022,12.178170478170479,OFFICE OF MANAGEMENT & BUDGET
550302,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),83189,83189,Annual,"Wards Island, N.Y.",Marine Section,09/10/2022,09/10/2022,17.295010395010394,DOEP
522062,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Finance, Accounting, & Procurement",F,Entry-Level,53797,73243,Annual,96-05 Horace Harding Expway,BWT - ADMINISTRATION/PERSONNEL,02/28/2022,02/28/2022,13.205821205821206,DOEP
564811,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),127500,137500,Annual,100 Gold Street,OLA Ops and Legislation,12/21/2022,12/21/2022,27.546777546777548,HPD
520270,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),57078,85646,Annual,96-05 Horace Harding Expway,TUNNEL MECHANICAL SYSTEM,03/22/2022,03/22/2022,14.836174636174636,DOEP
567711,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),53702,123150,Annual,30-30 Thomson Ave L I City Qns,Office Of Commissioner/Exec,01/11/2023,01/11/2023,18.383783783783784,DODC
565214,DEPT OF HEALTH/MENTAL HYGIENE,Internal,6,Non-Competitive-5,Building Operations & Maintenance,F,Experienced (non-manager),17.6817,22.5282,Hourly,421 East 26th Street NY NY,OCME - Facilities,01/03/2023,01/03/2023,20.10495,DOHMH
534054,DEPARTMENT OF TRANSPORTATION,External,1,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),63228,96526,Annual,55 Water St Ny Ny,Legal Affairs,06/01/2022,06/02/2022,16.606444906444906,DOT
532784,DEPARTMENT OF CORRECTION,External,1,Non-Competitive-5,Administration & Human Resources,F,Experienced (non-manager),54100,62215,Annual,75-20 Astoria Blvd,Personnel Division,05/18/2022,05/18/2022,12.09095634095634,DOC
539046,CIVILIAN COMPLAINT REVIEW BD,External,2,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),63228,96526,Annual,"100 Church St., N.Y.",Civilian Complaint Review Bd,08/03/2022,09/22/2022,16.606444906444906,CIVILIAN COMPLAINT REVIEW BD
567029,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),54091,62205,Annual,30-30 Thomson Ave L I City Qns,OPS/Executive,01/05/2023,01/05/2023,12.088981288981289,DODC
533891,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,"Administration & Human Resources Policy, Research & Analysis Social Services",F,Experienced (non-manager),62470,76869,Annual,4 World Trade Center,Employment/Contract Svcs-NM,05/27/2022,11/07/2022,14.484303534303534,HDOSS
565186,DEPARTMENT OF CORRECTION,External,1,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),79620,91563,Annual,75-20 Astoria Blvd,General Counsel,12/28/2022,12/30/2022,17.794490644490644,DOC
535236,ADMIN FOR CHILDREN'S SVCS,External,1,Non-Competitive-5,"Policy, Research & Analysis Social Services",F,Experienced (non-manager),54100,62215,Annual,"150 William Street, New York N",Strategic Resource Mgt-P&P,06/30/2022,11/16/2022,12.09095634095634,AFCS
535386,FINANCIAL INFO SVCS AGENCY,Internal,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),110000,140000,Annual,5 Manhattan West,OPS/HRP Technical Services,06/15/2022,08/17/2022,25.987525987525988,FINANCIAL INFO SVCS AGENCY
553647,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Manager,72038,192152,Annual,96-05 Horace Harding Expway,ENVIRON HEALTH/SAFETY - BEDC,10/05/2022,10/05/2022,27.462577962577964,DOEP
564409,LAW DEPARTMENT,External,1,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),54100,62215,Annual,OCSE Central Court Svcs,Family Court: New York,12/13/2022,12/13/2022,12.09095634095634,LD
556834,TAXI & LIMOUSINE COMMISSION,External,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),61866,70000,Annual,"33 Beaver St, New York Ny",Human Resources,10/19/2022,10/20/2022,13.707484407484408,TAXI & LIMOUSINE COMMISSION
566149,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),78128,118657,Annual,669 County Road 38,Arkville Facility,01/09/2023,01/11/2023,20.455821205821206,DOEP
557839,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),84451,113550,Annual,15 Metrotech,Mgmt Information System-NM,10/25/2022,11/23/2022,20.582224532224533,HDOSS
562680,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,Social Services,F,Experienced (non-manager),37748,57043,Annual,"Hazen St-A.R.D.C., E. Elm, Ny",Office Of Revenue/Admin-NM,12/29/2022,12/29/2022,9.853534303534303,HDOSS
536287,OFFICE OF MANAGEMENT & BUDGET,External,1,Pending Classification-2,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,51550,65604,Annual,255 Greenwich Street,Community Development,06/22/2022,06/22/2022,12.178170478170479,OFFICE OF MANAGEMENT & BUDGET
483154,NYC HOUSING AUTHORITY,External,1,Competitive-1,"Policy, Research & Analysis",F,Experienced (non-manager),56013,84862,Annual,Perf Tracking and Analytics,NOT USED,09/14/2022,09/14/2022,14.643970893970893,NHA
544495,ADMIN FOR CHILDREN'S SVCS,External,1,Non-Competitive-5,Social Services,F,Experienced (non-manager),58700,102226,Annual,110 William St. N Y,DCP Quality Assurance,08/20/2022,09/08/2022,16.72827442827443,AFCS
565790,CONSUMER AND WORKER PROTECTION,Internal,1,Competitive-1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),53057,61015,Annual,"42 Broadway, N.Y.",Licensing Sp.Apps/Tobacco,12/22/2022,12/22/2022,11.857796257796258,CONSUMER AND WORKER PROTECTION
565954,HOUSING PRESERVATION & DVLPMNT,Internal,1,Non-Competitive-5,Administration & Human Resources,F,Experienced (non-manager),75000,75000,Annual,"120-55 Queens Blvd, Queens Ny",CE-Queens Office,01/11/2023,01/11/2023,15.592515592515593,HPD
540477,BRONX DISTRICT ATTORNEY,Internal,5,Exempt-4,"Legal Affairs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),80440,167610,Annual,198 E161St Street Bronx N.Y.,Assistant District Attorney,07/14/2022,07/14/2022,25.784823284823286,BRONX DISTRICT ATTORNEY
565763,DEPARTMENT OF TRANSPORTATION,External,2,Competitive-1,Building Operations & Maintenance,F,Entry-Level,375.06,375.06,Daily,88-26 Pitkin Avenue,Facilities Maintenance,01/10/2023,01/10/2023,20.273513513513514,DOT
546051,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,Pending Classification-2,"Communications & Intergovernmental Affairs Legal Affairs Policy, Research & Analysis",F,Manager,60000,70000,Annual,255 Greenwich Street,General Counsel,08/16/2022,08/29/2022,13.513513513513514,MAYORS OFFICE OF CONTRACT SVCS
483894,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,"Technology, Data & Innovation Social Services",F,Experienced (non-manager),92194,119610,Annual,4 World Trade Center,Customized Assist Svc-NM,09/17/2021,10/20/2022,22.017047817047818,HDOSS
568176,HOUSING PRESERVATION & DVLPMNT,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74650,85847,Annual,100 Gold Street,Inclusionary Housing,01/09/2023,01/09/2023,16.683679833679832,HPD
544104,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),40017,62820,Annual,Corporate Secretary,Office of Corporate Secretary,09/20/2022,09/20/2022,10.68991683991684,NHA
567229,NYC HOUSING AUTHORITY,External,1,Competitive-1,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),60171,93630,Annual,Douglass Houses,Manhattan Property Management,01/10/2023,01/10/2023,15.987629937629938,NHA
559335,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),90114,122168,Annual,"10 Walker Rd, Valhalla NY10595",UPSTATE CAPITAL CONSTR. - IFA,11/25/2022,11/25/2022,22.066735966735965,DOEP
535295,ADMIN FOR CHILDREN'S SVCS,Internal,1,Non-Competitive-5,Social Services,F,Experienced (non-manager),54100,62215,Annual,"150 William Street, New York N",DYFJ Central,10/12/2022,10/12/2022,12.09095634095634,AFCS
556822,DEPARTMENT OF TRANSPORTATION,Internal,3,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),90114,122168,Annual,55 Water St Ny Ny,Bridge Inspection,12/06/2022,12/13/2022,22.066735966735965,DOT
542006,BRONX DISTRICT ATTORNEY,Internal,1,Competitive-1,"Legal Affairs Public Safety, Inspections, & Enforcement",NA,Experienced (non-manager),58300,58300,Annual,198 E161St Street Bronx N.Y.,Video Unit,07/22/2022,07/22/2022,NA,BRONX DISTRICT ATTORNEY
520597,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Manager,92194,130372,Annual,96-05 Horace Harding Expway,COMPLIANCE MONITORING,02/24/2022,02/24/2022,23.135758835758836,DOEP
493277,DEPARTMENT OF TRANSPORTATION,Internal,2,Competitive-1,"Administration & Human Resources Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),56041,75318,Annual,55 Water St Ny Ny,Training/Learning Center,10/18/2021,10/18/2021,13.654781704781705,DOT
568162,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),85000,95000,Annual,100 Gold Street,DTR Legal Support Unit,01/09/2023,01/16/2023,18.71101871101871,HPD
562999,DEPT OF ENVIRONMENT PROTECTION,Internal,4,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Entry-Level,57078,85646,Annual,59-17 Junction Blvd Corona Ny,Air Resource/Asbestos,12/05/2022,12/05/2022,14.836174636174636,DOEP
543124,DEPARTMENT OF CITY PLANNING,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Manager,95000,115000,Annual,"120 Broadway, New York, NY",Urban Design,08/02/2022,08/24/2022,21.82952182952183,DEPARTMENT OF CITY PLANNING
569032,DEPT OF PARKS & RECREATION,Internal,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),119830.32,119830.32,Annual,"Arsenal 830 Fifth Ave, New Yor",Deputy Comm of Operations,01/13/2023,01/12/2023,24.91274844074844,DEPT OF PARKS & RECREATION
376356,LAW DEPARTMENT,Internal,1,Competitive-1,Legal Affairs,F,Experienced (non-manager),35330,40629,Annual,"100 Church St., N.Y.",Appeals,12/05/2018,12/28/2018,7.895945945945946,LD
233549,NYC EMPLOYEES RETIREMENT SYS,Internal,1,Competitive-1,Information Technology & Telecommunications,F,Experienced (non-manager),87203,131623,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,03/01/2016,03/01/2016,22.746985446985448,NYC EMPLOYEES RETIREMENT SYS
564284,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,Constituent Services & Community Programs,F,Entry-Level,38333,44083,Annual,100 Gold Street,Moderate Rehab Program,12/14/2022,12/14/2022,8.567151767151767,HPD
558168,DEPARTMENT OF BUSINESS SERV.,Internal,1,Competitive-1,Constituent Services & Community Programs,F,Executive,64749,134280,Annual,1 Liberty Plaza NYC,Center Based Programs,11/03/2022,11/03/2022,20.689085239085237,DEPARTMENT OF BUSINESS SERV.
567115,TAXI & LIMOUSINE COMMISSION,Internal,5,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),62397,71757,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,01/04/2023,01/04/2023,13.945322245322245,TAXI & LIMOUSINE COMMISSION
554414,HRA/DEPT OF SOCIAL SERVICES,External,1,Non-Competitive-5,Administration & Human Resources Social Services,F,Experienced (non-manager),54100,83981,Annual,100 Gold Street,End Gender Based Violence NM,11/17/2022,12/12/2022,14.353534303534303,HDOSS
560829,FINANCIAL INFO SVCS AGENCY,External,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),75000,80000,Annual,5 Manhattan West,Deductions Payroll Operations,11/14/2022,11/28/2022,16.112266112266113,FINANCIAL INFO SVCS AGENCY
565554,TAXI & LIMOUSINE COMMISSION,Internal,1,Non-Competitive-5,"Constituent Services & Community Programs Policy, Research & Analysis",P,Student,15.5,19.9,Hourly,"31-00 47 Ave, 3 FL, LIC NY","Budget, Accounting & Purchasng",12/20/2022,12/20/2022,17.7,TAXI & LIMOUSINE COMMISSION
533935,DEPARTMENT OF FINANCE,Internal,2,Non-Competitive-5,"Technology, Data & Innovation Policy, Research & Analysis",F,Experienced (non-manager),80517,86830,Annual,"66 John Street, New York, Ny",Property Modeling & Research,06/09/2022,01/09/2023,17.395738045738046,DEPARTMENT OF FINANCE
551757,FINANCIAL INFO SVCS AGENCY,External,1,Competitive-1,"Technology, Data & Innovation",F,Experienced (non-manager),43392,58918,Annual,5 Manhattan West,Ops/SS TS Data Ctr Ops-Shift D,09/19/2022,09/19/2022,10.635135135135135,FINANCIAL INFO SVCS AGENCY
547542,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs,F,Manager,102292,130000,Annual,155 West Broadway New York N Y,DSS ACCOUNTABILITY OFFICE NM,08/23/2022,09/15/2022,24.146777546777546,HDOSS
554394,OFFICE OF MANAGEMENT & BUDGET,External,2,Pending Classification-2,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,51550,73806,Annual,255 Greenwich Street,Office of Budget Review,10/06/2022,10/06/2022,13.03076923076923,OFFICE OF MANAGEMENT & BUDGET
568227,HOUSING PRESERVATION & DVLPMNT,Internal,1,Competitive-1,"Technology, Data & Innovation",F,Experienced (non-manager),104000,114000,Annual,100 Gold Street,HPD Tech,01/09/2023,01/10/2023,22.66112266112266,HPD
554449,FINANCIAL INFO SVCS AGENCY,External,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),100000,160000,Annual,5 Manhattan West,OPS/FS/Business Team,10/06/2022,10/06/2022,27.027027027027028,FINANCIAL INFO SVCS AGENCY
531798,DEPARTMENT OF CITY PLANNING,Internal,1,Competitive-1,"Technology, Data & Innovation",NA,Experienced (non-manager),81951,90000,Annual,"120 Broadway, New York, NY",ITD- Planning Labs,05/13/2022,05/13/2022,NA,DEPARTMENT OF CITY PLANNING
552473,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),51413,62260,Annual,55 Water St Ny Ny,Quality Assurance,10/11/2022,10/17/2022,11.816320166320166,DOT
553228,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Non-Competitive-5,"Constituent Services & Community Programs Technology, Data & Innovation",F,Entry-Level,15.5,19.9,Hourly,"123 William Street, NY, NY",Fiscal Oversight,10/28/2022,10/28/2022,17.7,DEPT OF YOUTH & COMM DEV SRVS
545960,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,"Technology, Data & Innovation Social Services",F,Experienced (non-manager),85371,98177,Annual,15 Metrotech,Mgmt Information System-NM,08/15/2022,08/17/2022,19.07983367983368,HDOSS
525843,HUMAN RIGHTS COMMISSION,External,2,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),63228,72712,Annual,100 Gold Street,Law Enforc.Bureau Executive,03/21/2022,03/30/2022,14.130977130977131,HUMAN RIGHTS COMMISSION
537844,BRONX DISTRICT ATTORNEY,Internal,80,Exempt-4,"Legal Affairs Public Safety, Inspections, & Enforcement",F,Entry-Level,73579,75121,Annual,198 E161St Street Bronx N.Y.,Assistant District Attorney,07/11/2022,07/11/2022,15.457380457380458,BRONX DISTRICT ATTORNEY
